RBC(1,0);RBC(-1,1);RBC(0,1);RBC(1,1);ZBS(1,0);ZBS(-1,1);ZBS(0,1);ZBS(1,1);mean_iota;aspect;growth_rate;quasisymmetry;well;effective_1o_time
0.013333333333333336;-0.03519486259394329;0.1619404904368359;0.1089357789850902;0.1177523742557869;-0.03525856854886018;0.2222206726597854;-0.08418130323886894;0.3860415463861354;5.9955003551178025;0.14011433610091803;0.2764451181388042;-0.053672689575094475;0.0
-0.03333333333333334;-0.03519486259394329;0.1619404904368359;0.1089357789850902;0.1177523742557869;-0.03525856854886018;0.2222206726597854;-0.08418130323886894;0.3968955930242474;5.996683175608742;0.13510002831166082;0.1663141747758566;-0.04634318677744261;0.0
-0.08;-0.03519486259394329;0.1619404904368359;0.1089357789850902;0.1177523742557869;-0.03525856854886018;0.2222206726597854;-0.08418130323886894;0.4063639446134699;5.997865996099634;0.13102554986665463;0.07811295865349893;-0.0397338781095238;0.0
-0.010000000000000009;-0.03519486259394329;0.1619404904368359;0.1089357789850902;0.1177523742557869;-0.03525856854886018;0.2222206726597854;-0.08418130323886894;0.3916393662473675;5.996091765363293;0.13715968209946897;0.21867771962880284;-0.049933609021886774;0.0
-0.10333333333333333;-0.03519486259394329;0.1619404904368359;0.1089357789850902;0.1177523742557869;-0.03525856854886018;0.2222206726597854;-0.08418130323886894;0.4105723196572039;5.99845740634518;0.12703308582816764;0.04380323294692935;-0.03678824480433636;0.0
-0.15;-0.03519486259394329;0.1619404904368359;0.1089357789850902;0.1177523742557869;-0.03525856854886018;0.2222206726597854;-0.08418130323886894;0.4179469626839375;5.999640226836064;0.12174584368397057;0.0027990886183500265;-0.03176635655354933;0.0
-0.12666666666666665;-0.03519486259394329;0.1619404904368359;0.1089357789850902;0.1177523742557869;-0.03525856854886018;0.2222206726597854;-0.08418130323886894;0.4144322197209718;5.999048816590588;0.12490075937650774;0.017961315059456442;-0.03412326683432607;0.0
-0.05666666666666667;-0.03519486259394329;0.1619404904368359;0.1089357789850902;0.1177523742557869;-0.03525856854886018;0.2222206726597854;-0.08418130323886894;0.4018046171875202;5.997274585854203;0.13264993355656832;0.11929447878324168;-0.042929095673028855;0.0
0.2;-0.03519486259394329;0.1619404904368359;0.1089357789850902;0.1177523742557869;-0.03525856854886018;0.2222206726597854;-0.08418130323886894;0.33071628853911583;5.990769073154122;0.14830092212263093;1.1642406780111032;-0.08391355391675517;0.0
0.1533333333333333;-0.03519486259394329;0.1619404904368359;0.1089357789850902;0.1177523742557869;-0.03525856854886018;0.2222206726597854;-0.08418130323886894;0.3460215027161791;5.991951893645037;0.1486843079987146;0.8201867385422579;-0.07689844657235761;0.0
0.10666666666666666;-0.03519486259394329;0.1619404904368359;0.1089357789850902;0.1177523742557869;-0.03525856854886018;0.2222206726597854;-0.08418130323886894;0.3604692695732797;5.99313471413598;0.14595781172927183;0.5839580523732761;-0.0692890278356514;0.0
0.17666666666666667;-0.03519486259394329;0.1619404904368359;0.1089357789850902;0.1177523742557869;-0.03525856854886018;0.2222206726597854;-0.08418130323886894;0.33846255355194227;5.991360483399579;0.14890490735957335;0.9750127809539725;-0.08050047971028283;0.0
0.05999999999999997;-0.03519486259394329;0.1619404904368359;0.1089357789850902;0.1177523742557869;-0.03525856854886018;0.2222206726597854;-0.08418130323886894;0.3738619051237497;5.994317534626893;0.14628464754567894;0.411335663911183;-0.061428912997977134;0.0
0.08333333333333331;-0.03519486259394329;0.1619404904368359;0.1089357789850902;0.1177523742557869;-0.03525856854886018;0.2222206726597854;-0.08418130323886894;0.3673083739179681;5.9937261243814435;0.14506854120197932;0.4916657188967559;-0.06536871372067798;0.0
0.03666666666666665;-0.03519486259394329;0.1619404904368359;0.1089357789850902;0.1177523742557869;-0.03525856854886018;0.2222206726597854;-0.08418130323886894;0.3801113926221976;5.994908944872358;0.14342878975642323;0.34024754723530304;-0.057517497408331245;0.0
0.12999999999999998;-0.03519486259394329;0.1619404904368359;0.1089357789850902;0.1177523742557869;-0.03525856854886018;0.2222206726597854;-0.08418130323886894;0.35336571490305846;5.992543303890531;0.14848230276807192;0.6918850592051573;-0.07314831044531081;0.0
