       0.10000D+01       0.00000D+00       0.76917D-01       0.43939D+00       0.00000D+00
       0.20000D+01       0.00000D+00       0.11911D+00       0.40431D+00       0.22433D+00
       0.30000D+01       0.41576D-04       0.37189D-01       0.40355D+00       0.29788D+00
       0.40000D+01       0.58162D-04       0.51858D-01       0.42142D+00       0.21633D+00
       0.50000D+01       0.46200D-04       0.13717D+00       0.41585D+00       0.27654D+00
       0.60000D+01       0.63621D-04       0.77218D-01       0.40866D+00       0.31215D+00
       0.70000D+01       0.23630D-03       0.93930D-02       0.41530D+00       0.26407D+00
       0.80000D+01       0.22987D-03       0.91507D-01       0.41679D+00       0.28804D+00
       0.90000D+01       0.26990D-03       0.11170D+00       0.41102D+00       0.30869D+00
       0.10000D+02       0.23813D-03       0.29693D-01       0.41103D+00       0.32169D+00
       0.11000D+02       0.26723D-03       0.70644D-01       0.41641D+00       0.28958D+00
       0.12000D+02       0.25785D-03       0.15265D+00       0.41374D+00       0.30812D+00
       0.13000D+02       0.23469D-03       0.77216D-01       0.41110D+00       0.32270D+00
       0.14000D+02       0.29554D-03       0.24453D-01       0.41502D+00       0.29748D+00
       0.15000D+02       0.27206D-03       0.10738D+00       0.41511D+00       0.30929D+00
       0.16000D+02       0.27125D-03       0.10160D+00       0.41192D+00       0.31973D+00
       0.17000D+02       0.27105D-03       0.18500D-01       0.41245D+00       0.32638D+00
       0.18000D+02       0.29440D-03       0.78737D-01       0.41517D+00       0.30667D+00
       0.19000D+02       0.30397D-03       0.14774D+00       0.41314D+00       0.31637D+00
       0.20000D+02       0.28653D-03       0.62853D-01       0.41187D+00       0.32443D+00
       0.21000D+02       0.29951D-03       0.32657D-01       0.41478D+00       0.30735D+00
       0.22000D+02       0.27967D-03       0.11410D+00       0.41444D+00       0.31662D+00
       0.23000D+02       0.27655D-03       0.83652D-01       0.41233D+00       0.32344D+00
       0.24000D+02       0.30416D-03       0.33192D-02       0.41319D+00       0.32765D+00
       0.25000D+02       0.31439D-03       0.75674D-01       0.41463D+00       0.31362D+00
