ln,lt,growth_rate,omega,ky,weighted_growth_rate,s,alpha
1.0,3.0,0.10580098902152282,0.3430084231196888,1.1943215116604917,0.10409782715815961,0.2285714285714286,-6.283185307179586
1.0,3.0,0.11060058898529658,0.12341649319496267,0.753565929452874,0.12546849300247395,0.3571428571428572,0.8975979010256552
1.0,3.0,0.10457032100009112,0.12410041363038503,0.753565929452874,0.1256037230710315,0.3571428571428572,-2.6927937030769655
1.0,3.0,0.10438726377487204,0.13388664399041203,0.753565929452874,0.12984179566924134,0.48571428571428577,-2.6927937030769655
1.0,3.0,0.10981739373984307,0.13486601466634893,0.753565929452874,0.13175149411940237,0.48571428571428577,-6.283185307179586
1.0,3.0,0.10810670430901229,0.11656109025498608,0.753565929452874,0.11144399646538654,0.2285714285714286,0.8975979010256552
1.0,3.0,0.10504057847081916,0.11696481711690344,0.753565929452874,0.11156653910120308,0.2285714285714286,-2.6927937030769655
1.0,3.0,0.12115384714006214,0.32669700004735974,1.1943215116604917,0.11194350876664005,0.1,0.8975979010256552
1.0,3.0,0.1259405400101676,0.3259869717098197,1.1943215116604917,0.11079929839945485,0.1,-6.283185307179586
1.0,3.0,0.11129249620428472,0.1238660785849146,0.753565929452874,0.12539700011882873,0.3571428571428572,4.487989505128276
1.0,3.0,0.11165191823085524,0.1995709553926628,1.1943215116604917,0.09638464841726928,0.1,-2.6927937030769655
1.0,3.0,0.10568745998080897,0.09350807065861803,0.753565929452874,0.10843807217709335,0.1,4.487989505128276
1.0,3.0,0.11065863429816257,0.11322241397294705,0.753565929452874,0.11273414398422517,0.2285714285714286,4.487989505128276
1.0,3.0,0.10850155537660493,0.12206426478439827,0.753565929452874,0.12453858978863847,0.3571428571428572,-6.283185307179586
1.0,3.0,0.11167976061040218,0.13202936417922245,0.753565929452874,0.13157036805312075,0.48571428571428577,-0.8975979010256552
1.0,3.0,0.11165494292220147,0.19957095539266234,1.1943215116604917,0.09637392107187036,0.1,2.6927937030769655
1.0,3.0,0.11059902761121419,0.12341649319496271,0.753565929452874,0.1254359714712114,0.3571428571428572,-0.8975979010256552
1.0,3.0,0.10503708603739666,0.1169648171169034,0.753565929452874,0.11158613276622277,0.2285714285714286,2.6927937030769655
1.0,3.0,0.10456492711371798,0.12410041363054222,0.753565929452874,0.1256097089016256,0.3571428571428572,2.6927937030769655
1.0,3.0,0.1118467751908231,0.13312245550743718,0.753565929452874,0.13415880538175015,0.48571428571428577,-4.487989505128276
1.0,3.0,0.11066686097616328,0.11322241397294697,0.753565929452874,0.11288135804040829,0.2285714285714286,-4.487989505128276
1.0,3.0,0.10810197825375607,0.11656109025498602,0.753565929452874,0.11129844754667771,0.2285714285714286,-0.8975979010256552
1.0,3.0,0.10850155537801252,0.12206426478498202,0.753565929452874,0.12453858978144572,0.3571428571428572,6.283185307179586
1.0,3.0,0.10570426778906686,0.09350807065861817,0.753565929452874,0.10855537512754487,0.1,-4.487989505128276
1.0,3.0,0.11168018290553164,0.13202936417893915,0.753565929452874,0.131583713993924,0.48571428571428577,0.8975979010256552
1.0,3.0,0.1112956973743321,0.12386607858491448,0.753565929452874,0.12543926186137735,0.3571428571428572,-4.487989505128276
1.0,3.0,0.12115268839831039,0.3266970000473596,1.1943215116604917,0.11183141170065986,0.1,-0.8975979010256552
1.0,3.0,0.10580098902152378,0.34300842311968877,1.1943215116604917,0.10409782715813493,0.2285714285714286,6.283185307179586
1.0,3.0,0.12594054001016863,0.3259869717098198,1.1943215116604917,0.110799298399448,0.1,6.283185307179586
1.0,3.0,0.11040342470553388,0.1487832250776936,0.753565929452874,0.13622776755768667,0.7428571428571429,-6.283185307179586
1.0,3.0,0.11184587437173835,0.13312245550743745,0.753565929452874,0.13414356829050872,0.48571428571428577,4.487989505128276
1.0,3.0,0.1116917443635143,0.13917044995562813,0.753565929452874,0.13643994107235796,0.6142857142857143,0.8975979010256552
1.0,3.0,0.11173657946818939,0.13944099780614383,0.753565929452874,0.13668852487056712,0.6142857142857143,-6.283185307179586
1.0,3.0,0.10099259921322687,0.14384753170556264,0.753565929452874,0.1269180820337849,0.6142857142857143,-2.6927937030769655
1.0,3.0,0.10924459020817921,0.14121463719521368,0.753565929452874,0.13526202797476597,0.6142857142857143,4.487989505128276
1.0,3.0,0.09789727431144354,0.1540964256287271,0.753565929452874,0.12450075863390377,0.7428571428571429,-2.6927937030769655
1.0,3.0,0.10958562112479978,0.14565914980715336,0.753565929452874,0.13509429871596776,0.7428571428571429,0.8975979010256552
1.0,3.0,0.10635563760450677,0.1519819315799972,0.753565929452874,0.13092511552077984,0.8714285714285716,0.8975979010256552
1.0,3.0,0.10421435874342887,0.1494984130080108,0.753565929452874,0.13210732895574923,0.7428571428571429,4.487989505128276
1.0,3.0,0.10774722863291646,0.15429225538517663,0.753565929452874,0.13203871456547425,0.8714285714285716,-6.283185307179586
1.0,3.0,0.10438520764994584,0.13388664399041228,0.753565929452874,0.12984440150380638,0.48571428571428577,2.6927937030769655
1.0,3.0,0.09432846182698235,0.07768495227313944,0.475467957738334,0.11731246132147667,0.8714285714285716,-2.6927937030769655
1.0,3.0,0.09993604664067735,0.15797336277568752,0.753565929452874,0.12879705396585858,0.8714285714285716,4.487989505128276
1.0,3.0,0.10421442663201189,0.14949841300801056,0.753565929452874,0.1321099114381688,0.7428571428571429,-4.487989505128276
1.0,3.0,0.10981739373984306,0.13486601466634884,0.753565929452874,0.1317514941194023,0.48571428571428577,6.283185307179586
1.0,3.0,0.10924485957079189,0.14121463719521357,0.753565929452874,0.1352679937424024,0.6142857142857143,-4.487989505128276
1.0,3.0,0.10099164652783132,0.14384753170556264,0.753565929452874,0.12691983078857186,0.6142857142857143,2.6927937030769655
1.0,3.0,0.11169164553768819,0.13917044995562802,0.753565929452874,0.13643790151046006,0.6142857142857143,-0.8975979010256552
1.0,3.0,0.11173657946774228,0.13944099780628774,0.753565929452874,0.13668852487163255,0.6142857142857143,6.283185307179586
1.0,3.0,0.10958554556349571,0.14565914980715344,0.753565929452874,0.13509493165305883,0.7428571428571429,-0.8975979010256552
1.0,3.0,0.09789678407797418,0.15409642562871756,0.753565929452874,0.12450276190598937,0.7428571428571429,2.6927937030769655
1.0,3.0,0.09432823664697122,0.07768495227307079,0.475467957738334,0.1173140484832161,0.8714285714285716,2.6927937030769655
1.0,3.0,0.11040342470553388,0.14878322507769356,0.753565929452874,0.13622776755768665,0.7428571428571429,6.283185307179586
1.0,3.0,0.09993600470383075,0.15797336277568758,0.753565929452874,0.12879788465449357,0.8714285714285716,-4.487989505128276
1.0,3.0,0.10504584301596584,0.15940433884992777,0.753565929452874,0.12848232943115448,1.0,-6.283185307179586
1.0,3.0,0.10635557082425533,0.1519819315799973,0.753565929452874,0.1309258270772312,0.8714285714285716,-0.8975979010256552
1.0,3.0,0.10774722863291031,0.15429225538522415,0.753565929452874,0.13203871456330704,0.8714285714285716,6.283185307179586
1.0,3.0,0.09003578033159561,0.08405691438934382,0.475467957738334,0.10558151235581781,1.0,-2.6927937030769655
1.0,3.0,0.10206951905065487,0.1578254597741071,0.753565929452874,0.12475853526602702,1.0,0.8975979010256552
1.0,3.0,0.09600308684690566,0.16691125627459874,0.753565929452874,0.12136266105413267,1.0,4.487989505128276
1.0,3.0,0.09600291034269735,0.1669112562745986,0.753565929452874,0.12136295709123508,1.0,-4.487989505128276
1.0,3.0,0.10206947763807374,0.1578254597741726,0.753565929452874,0.12475952530513042,1.0,-0.8975979010256552
1.0,3.0,0.09003556080456131,0.08405691438932,0.475467957738334,0.1055806475129823,1.0,2.6927937030769655
1.0,3.0,0.10504584301596713,0.15940433884992478,0.753565929452874,0.12848232943580903,1.0,6.283185307179586
