RBC(1,0);RBC(-1,1);RBC(0,1);RBC(1,1);ZBS(1,0);ZBS(-1,1);ZBS(0,1);ZBS(1,1);mean_iota;aspect;growth_rate;quasisymmetry;well;effective_1o_time
-0.08;-0.08235428701078054;0.1399685147885263;0.01927228060321493;0.1147168206354909;0.05974320103312276;0.1353860186145418;0.0119428333881689;-0.7352763041121445;7.97477612242819;0.11178710709705257;20.720371527156978;-0.08334390441597442;0.0
-0.05666666666666667;-0.08235428701078054;0.1399685147885263;0.01927228060321493;0.1147168206354909;0.05974320103312276;0.1353860186145418;0.0119428333881689;-0.7922846521252674;7.977501922974943;0.09246558963534289;16.652697142261594;-0.0718659052149014;0.0
-0.010000000000000009;-0.08235428701078054;0.1399685147885263;0.01927228060321493;0.1147168206354909;0.05974320103312276;0.1353860186145418;0.0119428333881689;-0.9004838472114296;7.982953524068335;0.1040249722879124;9.888156929747357;-0.04851915663268519;0.0
0.013333333333333336;-0.08235428701078054;0.1399685147885263;0.01927228060321493;0.1147168206354909;0.05974320103312276;0.1353860186145418;0.0119428333881689;-0.9507033860429827;7.9856793246150986;0.1153817173275602;7.152407651397574;-0.03819680979645958;0.0
-0.03333333333333334;-0.08235428701078054;0.1399685147885263;0.01927228060321493;0.1147168206354909;0.05974320103312276;0.1353860186145418;0.0119428333881689;-0.8475403985217439;7.980227723521609;0.09878955076364611;13.052492737375676;-0.059962096603129636;0.0
-0.10333333333333333;-0.08235428701078054;0.1399685147885263;0.01927228060321493;0.1147168206354909;0.05974320103312276;0.1353860186145418;0.0119428333881689;-0.6772324757140743;7.972050321881476;0.09221596092932417;25.32998057850508;-0.09328715773059885;0.0
-0.12666666666666665;-0.08235428701078054;0.1399685147885263;0.01927228060321493;0.1147168206354909;0.05974320103312276;0.1353860186145418;0.0119428333881689;-0.6190242835448035;7.9693245213347605;0.09164720227508993;30.617174584913336;-0.10036755337440778;0.0
-0.15;-0.08235428701078054;0.1399685147885263;0.01927228060321493;0.1147168206354909;0.05974320103312276;0.1353860186145418;0.0119428333881689;-0.5616584921282809;7.966598720787999;0.07714117731396435;36.78982837381463;-0.10308609180663073;0.0
0.10666666666666666;-0.08235428701078054;0.1399685147885263;0.01927228060321493;0.1147168206354909;0.05974320103312276;0.1353860186145418;0.0119428333881689;-1.1207090147576115;7.996582526801999;0.14774738353275296;0.5800297150199435;-0.01456102812509968;0.0
0.12999999999999998;-0.08235428701078054;0.1399685147885263;0.01927228060321493;0.1147168206354909;0.05974320103312276;0.1353860186145418;0.0119428333881689;-1.155416438399584;7.9993083273487215;0.1593219163292129;0.0707527502383734;-0.013407232285702187;0.0
0.17666666666666667;-0.08235428701078054;0.1399685147885263;0.01927228060321493;0.1147168206354909;0.05974320103312276;0.1353860186145418;0.0119428333881689;-1.2161941330544446;8.004759928442198;0.1939367196270969;0.6255197530733458;-0.01609992448539855;0.0
0.08333333333333331;-0.08235428701078054;0.1399685147885263;0.01927228060321493;0.1147168206354909;0.05974320103312276;0.1353860186145418;0.0119428333881689;-1.0829496524397895;7.993856726255259;0.13227616507275314;1.5567273328737796;-0.017574042895488574;0.0
0.2;-0.08235428701078054;0.1399685147885263;0.01927228060321493;0.1147168206354909;0.05974320103312276;0.1353860186145418;0.0119428333881689;-1.2425910848756783;8.007485728988936;0.2095113741836767;1.8507593599630416;-0.01960398629985404;0.0
0.03666666666666665;-0.08235428701078054;0.1399685147885263;0.01927228060321493;0.1147168206354909;0.05974320103312276;0.1353860186145418;0.0119428333881689;-0.9979347488471527;7.988405125161823;0.0986239602260446;4.8490925024207865;-0.029447500630072943;0.0
0.05999999999999997;-0.08235428701078054;0.1399685147885263;0.01927228060321493;0.1147168206354909;0.05974320103312276;0.1353860186145418;0.0119428333881689;-1.0420321263010748;7.991130925708566;0.11137699208555944;2.982447898944977;-0.022534978457252424;0.0
0.1533333333333333;-0.08235428701078054;0.1399685147885263;0.01927228060321493;0.1147168206354909;0.05974320103312276;0.1353860186145418;0.0119428333881689;-1.1871928227037245;8.002034127895392;0.17155354639196466;0.06506752901330777;-0.013975628101477911;0.0
