Problem type:
least_squares
nparams:
8
function_evaluation,seconds,x(0),x(1),x(2),x(3),x(4),x(5),x(6),x(7)
    11,  1.8977e+02, -1.1019899724662884e-01, -7.6331568816426446e-03,  1.8020488071544960e-01,  1.2432029056244992e-01,  1.2555506763154101e-01, -1.7030353962414566e-02,  2.3205462666082829e-01, -1.2044475905647675e-01
    12,  1.8977e+02, -1.1019899724662884e-01, -1.7633156881642645e-02,  1.9020488071544961e-01,  1.2432029056244992e-01,  1.2555506763154101e-01, -1.7030353962414566e-02,  2.3205462666082829e-01, -1.2044475905647675e-01
    13,  1.8977e+02, -1.1019899724662884e-01, -1.7633156881642645e-02,  1.8020488071544960e-01,  1.3432029056244993e-01,  1.2555506763154101e-01, -1.7030353962414566e-02,  2.3205462666082829e-01, -1.2044475905647675e-01
    14,  1.8977e+02, -1.1019899724662884e-01, -1.7633156881642645e-02,  1.8020488071544960e-01,  1.2432029056244992e-01,  1.3555506763154102e-01, -1.7030353962414566e-02,  2.3205462666082829e-01, -1.2044475905647675e-01
    15,  1.8977e+02, -1.1019899724662884e-01, -1.7633156881642645e-02,  1.8020488071544960e-01,  1.2432029056244992e-01,  1.2555506763154101e-01, -7.0303539624145660e-03,  2.3205462666082829e-01, -1.2044475905647675e-01
    16,  1.8977e+02, -1.1019899724662884e-01, -1.7633156881642645e-02,  1.8020488071544960e-01,  1.2432029056244992e-01,  1.2555506763154101e-01, -1.7030353962414566e-02,  2.4365735799386970e-01, -1.2044475905647675e-01
    17,  1.8977e+02, -1.1019899724662884e-01, -1.7633156881642645e-02,  1.8020488071544960e-01,  1.2432029056244992e-01,  1.2555506763154101e-01, -1.7030353962414566e-02,  2.3205462666082829e-01, -1.1044475905647676e-01
    18,  2.7004e+02, -1.0604108661557719e-01, -2.3869040574206996e-02,  1.7470888774669904e-01,  1.3441980695271497e-01,  1.2105247279140231e-01, -2.2914528490901788e-02,  2.6002478480028063e-01, -1.3769124852660866e-01
    19,  2.7004e+02, -9.6041086615577198e-02, -2.3869040574206996e-02,  1.7470888774669904e-01,  1.3441980695271497e-01,  1.2105247279140231e-01, -2.2914528490901788e-02,  2.6002478480028063e-01, -1.3769124852660866e-01
    20,  2.7004e+02, -1.0604108661557719e-01, -1.3869040574206995e-02,  1.7470888774669904e-01,  1.3441980695271497e-01,  1.2105247279140231e-01, -2.2914528490901788e-02,  2.6002478480028063e-01, -1.3769124852660866e-01
    21,  2.7004e+02, -1.0604108661557719e-01, -2.3869040574206996e-02,  1.8470888774669905e-01,  1.3441980695271497e-01,  1.2105247279140231e-01, -2.2914528490901788e-02,  2.6002478480028063e-01, -1.3769124852660866e-01
    22,  2.7004e+02, -1.0604108661557719e-01, -2.3869040574206996e-02,  1.7470888774669904e-01,  1.4441980695271497e-01,  1.2105247279140231e-01, -2.2914528490901788e-02,  2.6002478480028063e-01, -1.3769124852660866e-01
    23,  2.7004e+02, -1.0604108661557719e-01, -2.3869040574206996e-02,  1.7470888774669904e-01,  1.3441980695271497e-01,  1.3105247279140231e-01, -2.2914528490901788e-02,  2.6002478480028063e-01, -1.3769124852660866e-01
    24,  2.7004e+02, -1.0604108661557719e-01, -2.3869040574206996e-02,  1.7470888774669904e-01,  1.3441980695271497e-01,  1.2105247279140231e-01, -1.2914528490901788e-02,  2.6002478480028063e-01, -1.3769124852660866e-01
    25,  2.7004e+02, -1.0604108661557719e-01, -2.3869040574206996e-02,  1.7470888774669904e-01,  1.3441980695271497e-01,  1.2105247279140231e-01, -2.2914528490901788e-02,  2.7302602404029463e-01, -1.3769124852660866e-01
    26,  2.7004e+02, -1.0604108661557719e-01, -2.3869040574206996e-02,  1.7470888774669904e-01,  1.3441980695271497e-01,  1.2105247279140231e-01, -2.2914528490901788e-02,  2.6002478480028063e-01, -1.2769124852660865e-01
    27,  3.6820e+02, -1.0931427810067046e-01, -2.6916106580820876e-02,  1.7148031102002967e-01,  1.3749190313110790e-01,  1.2333566094780654e-01, -2.7487200125692661e-02,  2.7381972361071144e-01, -1.4632140934682725e-01
    28,  3.6820e+02, -9.9314278100670464e-02, -2.6916106580820876e-02,  1.7148031102002967e-01,  1.3749190313110790e-01,  1.2333566094780654e-01, -2.7487200125692661e-02,  2.7381972361071144e-01, -1.4632140934682725e-01
    29,  3.6820e+02, -1.0931427810067046e-01, -1.6916106580820878e-02,  1.7148031102002967e-01,  1.3749190313110790e-01,  1.2333566094780654e-01, -2.7487200125692661e-02,  2.7381972361071144e-01, -1.4632140934682725e-01
    30,  3.6820e+02, -1.0931427810067046e-01, -2.6916106580820876e-02,  1.8148031102002968e-01,  1.3749190313110790e-01,  1.2333566094780654e-01, -2.7487200125692661e-02,  2.7381972361071144e-01, -1.4632140934682725e-01
    31,  3.6820e+02, -1.0931427810067046e-01, -2.6916106580820876e-02,  1.7148031102002967e-01,  1.4749190313110791e-01,  1.2333566094780654e-01, -2.7487200125692661e-02,  2.7381972361071144e-01, -1.4632140934682725e-01
    32,  3.6820e+02, -1.0931427810067046e-01, -2.6916106580820876e-02,  1.7148031102002967e-01,  1.3749190313110790e-01,  1.3333566094780655e-01, -2.7487200125692661e-02,  2.7381972361071144e-01, -1.4632140934682725e-01
    33,  3.6820e+02, -1.0931427810067046e-01, -2.6916106580820876e-02,  1.7148031102002967e-01,  1.3749190313110790e-01,  1.2333566094780654e-01, -1.7487200125692659e-02,  2.7381972361071144e-01, -1.4632140934682725e-01
    34,  3.6820e+02, -1.0931427810067046e-01, -2.6916106580820876e-02,  1.7148031102002967e-01,  1.3749190313110790e-01,  1.2333566094780654e-01, -2.7487200125692661e-02,  2.8751070979124699e-01, -1.4632140934682725e-01
    35,  3.6820e+02, -1.0931427810067046e-01, -2.6916106580820876e-02,  1.7148031102002967e-01,  1.3749190313110790e-01,  1.2333566094780654e-01, -2.7487200125692661e-02,  2.7381972361071144e-01, -1.3632140934682724e-01
    36,  4.4789e+02, -1.1298744341849627e-01, -2.6558702804777075e-02,  1.6955943393238329e-01,  1.3853336025169816e-01,  1.2610231678166714e-01, -2.9255381537374954e-02,  2.8709734781704005e-01, -1.5751478800370960e-01
    37,  4.4789e+02, -1.0298744341849628e-01, -2.6558702804777075e-02,  1.6955943393238329e-01,  1.3853336025169816e-01,  1.2610231678166714e-01, -2.9255381537374954e-02,  2.8709734781704005e-01, -1.5751478800370960e-01
    38,  4.4789e+02, -1.1298744341849627e-01, -1.6558702804777073e-02,  1.6955943393238329e-01,  1.3853336025169816e-01,  1.2610231678166714e-01, -2.9255381537374954e-02,  2.8709734781704005e-01, -1.5751478800370960e-01
    39,  4.4789e+02, -1.1298744341849627e-01, -2.6558702804777075e-02,  1.7955943393238330e-01,  1.3853336025169816e-01,  1.2610231678166714e-01, -2.9255381537374954e-02,  2.8709734781704005e-01, -1.5751478800370960e-01
    40,  4.4789e+02, -1.1298744341849627e-01, -2.6558702804777075e-02,  1.6955943393238329e-01,  1.4853336025169817e-01,  1.2610231678166714e-01, -2.9255381537374954e-02,  2.8709734781704005e-01, -1.5751478800370960e-01
    41,  4.4789e+02, -1.1298744341849627e-01, -2.6558702804777075e-02,  1.6955943393238329e-01,  1.3853336025169816e-01,  1.3610231678166715e-01, -2.9255381537374954e-02,  2.8709734781704005e-01, -1.5751478800370960e-01
    42,  4.4789e+02, -1.1298744341849627e-01, -2.6558702804777075e-02,  1.6955943393238329e-01,  1.3853336025169816e-01,  1.2610231678166714e-01, -1.9255381537374952e-02,  2.8709734781704005e-01, -1.5751478800370960e-01
    43,  4.4789e+02, -1.1298744341849627e-01, -2.6558702804777075e-02,  1.6955943393238329e-01,  1.3853336025169816e-01,  1.2610231678166714e-01, -2.9255381537374954e-02,  3.0145221520789206e-01, -1.5751478800370960e-01
    44,  4.4789e+02, -1.1298744341849627e-01, -2.6558702804777075e-02,  1.6955943393238329e-01,  1.3853336025169816e-01,  1.2610231678166714e-01, -2.9255381537374954e-02,  2.8709734781704005e-01, -1.4751478800370960e-01
    45,  5.2640e+02, -1.2048912665810951e-01, -2.6661766482982047e-02,  1.6287391943652402e-01,  1.3528841257051852e-01,  1.2473537201127290e-01, -3.1695919091790550e-02,  3.0007934293124111e-01, -1.6406410408841726e-01
    46,  5.2640e+02, -1.1048912665810952e-01, -2.6661766482982047e-02,  1.6287391943652402e-01,  1.3528841257051852e-01,  1.2473537201127290e-01, -3.1695919091790550e-02,  3.0007934293124111e-01, -1.6406410408841726e-01
    47,  5.2640e+02, -1.2048912665810951e-01, -1.6661766482982045e-02,  1.6287391943652402e-01,  1.3528841257051852e-01,  1.2473537201127290e-01, -3.1695919091790550e-02,  3.0007934293124111e-01, -1.6406410408841726e-01
    48,  5.2640e+02, -1.2048912665810951e-01, -2.6661766482982047e-02,  1.7287391943652403e-01,  1.3528841257051852e-01,  1.2473537201127290e-01, -3.1695919091790550e-02,  3.0007934293124111e-01, -1.6406410408841726e-01
    49,  5.2640e+02, -1.2048912665810951e-01, -2.6661766482982047e-02,  1.6287391943652402e-01,  1.4528841257051853e-01,  1.2473537201127290e-01, -3.1695919091790550e-02,  3.0007934293124111e-01, -1.6406410408841726e-01
    50,  5.2640e+02, -1.2048912665810951e-01, -2.6661766482982047e-02,  1.6287391943652402e-01,  1.3528841257051852e-01,  1.3473537201127289e-01, -3.1695919091790550e-02,  3.0007934293124111e-01, -1.6406410408841726e-01
    51,  5.2640e+02, -1.2048912665810951e-01, -2.6661766482982047e-02,  1.6287391943652402e-01,  1.3528841257051852e-01,  1.2473537201127290e-01, -2.1695919091790548e-02,  3.0007934293124111e-01, -1.6406410408841726e-01
    52,  5.2640e+02, -1.2048912665810951e-01, -2.6661766482982047e-02,  1.6287391943652402e-01,  1.3528841257051852e-01,  1.2473537201127290e-01, -3.1695919091790550e-02,  3.1508331007780316e-01, -1.6406410408841726e-01
    53,  5.2640e+02, -1.2048912665810951e-01, -2.6661766482982047e-02,  1.6287391943652402e-01,  1.3528841257051852e-01,  1.2473537201127290e-01, -3.1695919091790550e-02,  3.0007934293124111e-01, -1.5406410408841725e-01
    54,  6.0222e+02, -1.2664397042453321e-01, -2.4713597426967791e-02,  1.5376678735240679e-01,  1.2649498383197547e-01,  1.2382968350166820e-01, -3.2462072960119978e-02,  3.1084625179786074e-01, -1.6745333184025130e-01
    55,  6.0222e+02, -1.1664397042453321e-01, -2.4713597426967791e-02,  1.5376678735240679e-01,  1.2649498383197547e-01,  1.2382968350166820e-01, -3.2462072960119978e-02,  3.1084625179786074e-01, -1.6745333184025130e-01
    56,  6.0222e+02, -1.2664397042453321e-01, -1.4713597426967791e-02,  1.5376678735240679e-01,  1.2649498383197547e-01,  1.2382968350166820e-01, -3.2462072960119978e-02,  3.1084625179786074e-01, -1.6745333184025130e-01
    57,  6.0222e+02, -1.2664397042453321e-01, -2.4713597426967791e-02,  1.6376678735240680e-01,  1.2649498383197547e-01,  1.2382968350166820e-01, -3.2462072960119978e-02,  3.1084625179786074e-01, -1.6745333184025130e-01
    58,  6.0222e+02, -1.2664397042453321e-01, -2.4713597426967791e-02,  1.5376678735240679e-01,  1.3649498383197547e-01,  1.2382968350166820e-01, -3.2462072960119978e-02,  3.1084625179786074e-01, -1.6745333184025130e-01
    59,  6.0222e+02, -1.2664397042453321e-01, -2.4713597426967791e-02,  1.5376678735240679e-01,  1.2649498383197547e-01,  1.3382968350166821e-01, -3.2462072960119978e-02,  3.1084625179786074e-01, -1.6745333184025130e-01
    60,  6.0222e+02, -1.2664397042453321e-01, -2.4713597426967791e-02,  1.5376678735240679e-01,  1.2649498383197547e-01,  1.2382968350166820e-01, -2.2462072960119976e-02,  3.1084625179786074e-01, -1.6745333184025130e-01
    61,  6.0222e+02, -1.2664397042453321e-01, -2.4713597426967791e-02,  1.5376678735240679e-01,  1.2649498383197547e-01,  1.2382968350166820e-01, -3.2462072960119978e-02,  3.2638856438775377e-01, -1.6745333184025130e-01
    62,  6.0222e+02, -1.2664397042453321e-01, -2.4713597426967791e-02,  1.5376678735240679e-01,  1.2649498383197547e-01,  1.2382968350166820e-01, -3.2462072960119978e-02,  3.1084625179786074e-01, -1.5745333184025129e-01
    63,  6.9795e+02, -1.2805576879331121e-01, -2.4974506152192658e-02,  1.5147089706678404e-01,  1.2405460524642145e-01,  1.2290602260454608e-01, -3.3722452382880838e-02,  3.1300975089883742e-01, -1.6694108849825015e-01
    64,  6.9795e+02, -1.1805576879331121e-01, -2.4974506152192658e-02,  1.5147089706678404e-01,  1.2405460524642145e-01,  1.2290602260454608e-01, -3.3722452382880838e-02,  3.1300975089883742e-01, -1.6694108849825015e-01
    65,  6.9795e+02, -1.2805576879331121e-01, -1.4974506152192658e-02,  1.5147089706678404e-01,  1.2405460524642145e-01,  1.2290602260454608e-01, -3.3722452382880838e-02,  3.1300975089883742e-01, -1.6694108849825015e-01
    66,  6.9795e+02, -1.2805576879331121e-01, -2.4974506152192658e-02,  1.6147089706678405e-01,  1.2405460524642145e-01,  1.2290602260454608e-01, -3.3722452382880838e-02,  3.1300975089883742e-01, -1.6694108849825015e-01
    67,  6.9795e+02, -1.2805576879331121e-01, -2.4974506152192658e-02,  1.5147089706678404e-01,  1.3405460524642146e-01,  1.2290602260454608e-01, -3.3722452382880838e-02,  3.1300975089883742e-01, -1.6694108849825015e-01
    68,  6.9795e+02, -1.2805576879331121e-01, -2.4974506152192658e-02,  1.5147089706678404e-01,  1.2405460524642145e-01,  1.3290602260454609e-01, -3.3722452382880838e-02,  3.1300975089883742e-01, -1.6694108849825015e-01
    69,  6.9795e+02, -1.2805576879331121e-01, -2.4974506152192658e-02,  1.5147089706678404e-01,  1.2405460524642145e-01,  1.2290602260454608e-01, -2.3722452382880836e-02,  3.1300975089883742e-01, -1.6694108849825015e-01
    70,  6.9795e+02, -1.2805576879331121e-01, -2.4974506152192658e-02,  1.5147089706678404e-01,  1.2405460524642145e-01,  1.2290602260454608e-01, -3.3722452382880838e-02,  3.2866023844377928e-01, -1.6694108849825015e-01
    71,  6.9795e+02, -1.2805576879331121e-01, -2.4974506152192658e-02,  1.5147089706678404e-01,  1.2405460524642145e-01,  1.2290602260454608e-01, -3.3722452382880838e-02,  3.1300975089883742e-01, -1.5694108849825014e-01
    72,  7.9433e+02, -1.2835346424804908e-01, -2.4635673599631668e-02,  1.5124800077082462e-01,  1.2327879336770084e-01,  1.2230744865358009e-01, -3.3735196554888776e-02,  3.1288038201030810e-01, -1.6718979171230916e-01
    73,  7.9434e+02, -1.1835346424804909e-01, -2.4635673599631668e-02,  1.5124800077082462e-01,  1.2327879336770084e-01,  1.2230744865358009e-01, -3.3735196554888776e-02,  3.1288038201030810e-01, -1.6718979171230916e-01
    74,  7.9434e+02, -1.2835346424804908e-01, -1.4635673599631667e-02,  1.5124800077082462e-01,  1.2327879336770084e-01,  1.2230744865358009e-01, -3.3735196554888776e-02,  3.1288038201030810e-01, -1.6718979171230916e-01
    75,  7.9434e+02, -1.2835346424804908e-01, -2.4635673599631668e-02,  1.6124800077082463e-01,  1.2327879336770084e-01,  1.2230744865358009e-01, -3.3735196554888776e-02,  3.1288038201030810e-01, -1.6718979171230916e-01
    76,  7.9434e+02, -1.2835346424804908e-01, -2.4635673599631668e-02,  1.5124800077082462e-01,  1.3327879336770085e-01,  1.2230744865358009e-01, -3.3735196554888776e-02,  3.1288038201030810e-01, -1.6718979171230916e-01
    77,  7.9434e+02, -1.2835346424804908e-01, -2.4635673599631668e-02,  1.5124800077082462e-01,  1.2327879336770084e-01,  1.3230744865358010e-01, -3.3735196554888776e-02,  3.1288038201030810e-01, -1.6718979171230916e-01
    78,  7.9434e+02, -1.2835346424804908e-01, -2.4635673599631668e-02,  1.5124800077082462e-01,  1.2327879336770084e-01,  1.2230744865358009e-01, -2.3735196554888774e-02,  3.1288038201030810e-01, -1.6718979171230916e-01
    79,  7.9434e+02, -1.2835346424804908e-01, -2.4635673599631668e-02,  1.5124800077082462e-01,  1.2327879336770084e-01,  1.2230744865358009e-01, -3.3735196554888776e-02,  3.2852440111082348e-01, -1.6718979171230916e-01
    80,  7.9434e+02, -1.2835346424804908e-01, -2.4635673599631668e-02,  1.5124800077082462e-01,  1.2327879336770084e-01,  1.2230744865358009e-01, -3.3735196554888776e-02,  3.1288038201030810e-01, -1.5718979171230915e-01
    81,  8.7219e+02, -1.2858379527182340e-01, -2.4458958962059501e-02,  1.5082840240537335e-01,  1.2274321238310981e-01,  1.2148521379281579e-01, -3.3725937809371165e-02,  3.1313082532273151e-01, -1.6726706869923613e-01
    82,  8.7219e+02, -1.1858379527182340e-01, -2.4458958962059501e-02,  1.5082840240537335e-01,  1.2274321238310981e-01,  1.2148521379281579e-01, -3.3725937809371165e-02,  3.1313082532273151e-01, -1.6726706869923613e-01
    83,  8.7219e+02, -1.2858379527182340e-01, -1.4458958962059501e-02,  1.5082840240537335e-01,  1.2274321238310981e-01,  1.2148521379281579e-01, -3.3725937809371165e-02,  3.1313082532273151e-01, -1.6726706869923613e-01
    84,  8.7219e+02, -1.2858379527182340e-01, -2.4458958962059501e-02,  1.6082840240537336e-01,  1.2274321238310981e-01,  1.2148521379281579e-01, -3.3725937809371165e-02,  3.1313082532273151e-01, -1.6726706869923613e-01
    85,  8.7219e+02, -1.2858379527182340e-01, -2.4458958962059501e-02,  1.5082840240537335e-01,  1.3274321238310982e-01,  1.2148521379281579e-01, -3.3725937809371165e-02,  3.1313082532273151e-01, -1.6726706869923613e-01
    86,  8.7219e+02, -1.2858379527182340e-01, -2.4458958962059501e-02,  1.5082840240537335e-01,  1.2274321238310981e-01,  1.3148521379281580e-01, -3.3725937809371165e-02,  3.1313082532273151e-01, -1.6726706869923613e-01
    87,  8.7219e+02, -1.2858379527182340e-01, -2.4458958962059501e-02,  1.5082840240537335e-01,  1.2274321238310981e-01,  1.2148521379281579e-01, -2.3725937809371163e-02,  3.1313082532273151e-01, -1.6726706869923613e-01
    88,  8.7219e+02, -1.2858379527182340e-01, -2.4458958962059501e-02,  1.5082840240537335e-01,  1.2274321238310981e-01,  1.2148521379281579e-01, -3.3725937809371165e-02,  3.2878736658886809e-01, -1.6726706869923613e-01
    89,  8.7219e+02, -1.2858379527182340e-01, -2.4458958962059501e-02,  1.5082840240537335e-01,  1.2274321238310981e-01,  1.2148521379281579e-01, -3.3725937809371165e-02,  3.1313082532273151e-01, -1.5726706869923612e-01
    90,  1.0075e+03, -1.2858498559868503e-01, -2.4459703338311593e-02,  1.5082830629660182e-01,  1.2274028025566062e-01,  1.2148276291543909e-01, -3.3727062866283887e-02,  3.1313084418973136e-01, -1.6726843415519504e-01
    91,  1.0075e+03, -1.1858498559868504e-01, -2.4459703338311593e-02,  1.5082830629660182e-01,  1.2274028025566062e-01,  1.2148276291543909e-01, -3.3727062866283887e-02,  3.1313084418973136e-01, -1.6726843415519504e-01
    92,  1.0075e+03, -1.2858498559868503e-01, -1.4459703338311593e-02,  1.5082830629660182e-01,  1.2274028025566062e-01,  1.2148276291543909e-01, -3.3727062866283887e-02,  3.1313084418973136e-01, -1.6726843415519504e-01
    93,  1.0075e+03, -1.2858498559868503e-01, -2.4459703338311593e-02,  1.6082830629660183e-01,  1.2274028025566062e-01,  1.2148276291543909e-01, -3.3727062866283887e-02,  3.1313084418973136e-01, -1.6726843415519504e-01
    94,  1.0075e+03, -1.2858498559868503e-01, -2.4459703338311593e-02,  1.5082830629660182e-01,  1.3274028025566062e-01,  1.2148276291543909e-01, -3.3727062866283887e-02,  3.1313084418973136e-01, -1.6726843415519504e-01
    95,  1.0075e+03, -1.2858498559868503e-01, -2.4459703338311593e-02,  1.5082830629660182e-01,  1.2274028025566062e-01,  1.3148276291543909e-01, -3.3727062866283887e-02,  3.1313084418973136e-01, -1.6726843415519504e-01
    96,  1.0075e+03, -1.2858498559868503e-01, -2.4459703338311593e-02,  1.5082830629660182e-01,  1.2274028025566062e-01,  1.2148276291543909e-01, -2.3727062866283885e-02,  3.1313084418973136e-01, -1.6726843415519504e-01
    97,  1.0075e+03, -1.2858498559868503e-01, -2.4459703338311593e-02,  1.5082830629660182e-01,  1.2274028025566062e-01,  1.2148276291543909e-01, -3.3727062866283887e-02,  3.2878738639921795e-01, -1.6726843415519504e-01
    98,  1.0075e+03, -1.2858498559868503e-01, -2.4459703338311593e-02,  1.5082830629660182e-01,  1.2274028025566062e-01,  1.2148276291543909e-01, -3.3727062866283887e-02,  3.1313084418973136e-01, -1.5726843415519504e-01
    99,  1.1804e+03, -1.2858498790955863e-01, -2.4459704829106244e-02,  1.5082830607790851e-01,  1.2274027451979926e-01,  1.2148275814232390e-01, -3.3727065047290866e-02,  3.1313084421476300e-01, -1.6726843683026962e-01
   100,  1.1804e+03, -1.1858498790955864e-01, -2.4459704829106244e-02,  1.5082830607790851e-01,  1.2274027451979926e-01,  1.2148275814232390e-01, -3.3727065047290866e-02,  3.1313084421476300e-01, -1.6726843683026962e-01
   101,  1.1804e+03, -1.2858498790955863e-01, -1.4459704829106244e-02,  1.5082830607790851e-01,  1.2274027451979926e-01,  1.2148275814232390e-01, -3.3727065047290866e-02,  3.1313084421476300e-01, -1.6726843683026962e-01
   102,  1.1804e+03, -1.2858498790955863e-01, -2.4459704829106244e-02,  1.6082830607790852e-01,  1.2274027451979926e-01,  1.2148275814232390e-01, -3.3727065047290866e-02,  3.1313084421476300e-01, -1.6726843683026962e-01
   103,  1.1804e+03, -1.2858498790955863e-01, -2.4459704829106244e-02,  1.5082830607790851e-01,  1.3274027451979925e-01,  1.2148275814232390e-01, -3.3727065047290866e-02,  3.1313084421476300e-01, -1.6726843683026962e-01
   104,  1.1804e+03, -1.2858498790955863e-01, -2.4459704829106244e-02,  1.5082830607790851e-01,  1.2274027451979926e-01,  1.3148275814232391e-01, -3.3727065047290866e-02,  3.1313084421476300e-01, -1.6726843683026962e-01
   105,  1.1804e+03, -1.2858498790955863e-01, -2.4459704829106244e-02,  1.5082830607790851e-01,  1.2274027451979926e-01,  1.2148275814232390e-01, -2.3727065047290864e-02,  3.1313084421476300e-01, -1.6726843683026962e-01
   106,  1.1804e+03, -1.2858498790955863e-01, -2.4459704829106244e-02,  1.5082830607790851e-01,  1.2274027451979926e-01,  1.2148275814232390e-01, -3.3727065047290866e-02,  3.2878738642550115e-01, -1.6726843683026962e-01
   107,  1.1804e+03, -1.2858498790955863e-01, -2.4459704829106244e-02,  1.5082830607790851e-01,  1.2274027451979926e-01,  1.2148275814232390e-01, -3.3727065047290866e-02,  3.1313084421476300e-01, -1.5726843683026961e-01
