ln,lt,growth_rate,omega,ky,weighted_growth_rate
4.428571428571429,0.5,-0.0047999841315272615,-0.49058897457763995,1.1943215116604917,-0.00838063167651174
2.857142857142857,0.5,-0.00678727265469083,-0.36969351037773046,0.3,-0.014143294094959192
0.5,0.5,-0.012901153709456242,0.0014876334556690907,1.1943215116604917,-0.021834441060989803
5.214285714285714,0.5,-0.005338426128299675,0.0455693436762662,3.0000000000000004,-0.009035690362526562
3.642857142857143,1.2857142857142856,-0.005391425930427747,-0.47045219615181294,0.3,-0.00982909067263596
4.428571428571429,1.2857142857142856,-0.00549590000174695,-0.8283234302098172,0.475467957738334,-0.009339863430033542
1.2857142857142856,0.5,-0.010423887369505117,-0.1496021148404213,0.3,-0.019421512531066287
3.642857142857143,0.5,-0.0042527594870269934,-0.47410888745436547,1.8928720334405797,-0.0073299153387773736
2.071428571428571,0.5,-0.008231047406073994,-0.3963048406921709,0.475467957738334,-0.017838451049714907
2.857142857142857,1.2857142857142856,-0.007719508652727057,-0.5212327263513865,0.475467957738334,-0.019296835491796106
2.071428571428571,1.2857142857142856,-0.009270416012991783,-0.18467102951802247,3.0000000000000004,-0.018335200186422214
6.0,0.5,-0.0052112566877510836,0.1601769469171434,3.0000000000000004,-0.008521903533744353
0.5,1.2857142857142856,0.050667555878909656,0.14447146656096896,1.1943215116604917,0.031304659284961824
1.2857142857142856,1.2857142857142856,0.014855166871238449,0.023611456679334442,3.0000000000000004,-0.0046918518777558085
6.0,1.2857142857142856,-0.005047239887868844,-0.634776042996549,1.1943215116604917,-0.008504783628644636
0.5,2.071428571428571,0.12479917978022731,0.21778209019343864,1.1943215116604917,0.09669568938560343
1.2857142857142856,2.071428571428571,0.12549493867967917,0.16302403234848628,1.8928720334405797,0.0665554979636218
5.214285714285714,1.2857142857142856,-0.0052425422008273975,-0.2384964119017368,3.0000000000000004,-0.009330285287581742
2.071428571428571,2.071428571428571,0.03301334322688441,0.09293990150065774,3.0000000000000004,-0.006812381916785151
2.071428571428571,2.857142857142857,0.158620727332715,0.07032877618237811,1.8928720334405797,0.047042188498352115
3.642857142857143,2.071428571428571,-0.006927164766680199,-0.5268870862661506,3.0000000000000004,-0.01349143566534104
2.857142857142857,2.071428571428571,-0.00782282813247372,-0.5095868598062975,0.475467957738334,-0.019696212784871447
5.214285714285714,2.071428571428571,-0.004957092929888551,-0.11707576620052128,1.1943215116604917,-0.009079260648908934
4.428571428571429,2.071428571428571,-0.00633759451074144,-0.817334502506283,0.475467957738334,-0.010948293889470594
6.0,2.071428571428571,-0.00484078368977855,-0.2520080060508193,1.1943215116604917,-0.008312297151645784
0.5,2.857142857142857,0.1865697624415794,0.2824601254637175,1.1943215116604917,0.18304203867771066
1.2857142857142856,2.857142857142857,0.20286550156825836,0.28971835816751135,1.8928720334405797,0.15117609709315102
2.857142857142857,2.857142857142857,0.08413177612984021,0.0779014570539265,3.0000000000000004,-0.0075943231219877385
3.642857142857143,2.857142857142857,-0.00860227019101024,0.008253600530514568,3.0000000000000004,-0.017323531396646833
4.428571428571429,2.857142857142857,-0.007032818561131418,-0.6794102113654789,3.0000000000000004,-0.012972773529704024
5.214285714285714,2.857142857142857,-0.004778667578794388,-0.10975005613235389,1.1943215116604917,-0.009088906568000451
