ln,lt,growth_rate,omega,ky,weighted_growth_rate,s,alpha
1.0,3.0,0.1648587450218246,0.20849428438001644,1.339975165324572,0.18499685476784966,0.25,3.9983906500233726
1.0,3.0,0.06480672992980313,0.19749701117540408,1.339975165324572,0.038135935008414584,0.26363636363636367,-2.8559933214452666
1.0,3.0,0.09858149229263326,0.3709144796315452,2.9999999999999996,0.09026465685399243,0.1,6.283185307179586
1.0,3.0,0.09858149229263323,0.37091447963154534,2.9999999999999996,0.09026465685399243,0.1,-6.283185307179586
1.0,3.0,0.12379191304343674,0.22255731477611468,1.339975165324572,0.12327071066067351,0.18181818181818182,5.14078797860148
1.0,3.0,0.23210590795111463,0.36165937083569827,2.0049751858748066,0.2978085716999784,0.18181818181818182,-0.571198664289053
1.0,3.0,0.09858149229263323,0.3709144796315449,2.9999999999999996,0.09026465685399242,0.1,0.0
1.0,3.0,0.1847764144219916,0.19782933975584183,1.339975165324572,0.22597880993147393,0.25,-1.7135959928671598
1.0,3.0,0.1853031940058196,0.19788385054795232,1.339975165324572,0.2273200909234044,0.26363636363636367,-1.7135959928671598
1.0,3.0,0.10161335795349542,0.33995351143946456,2.9999999999999996,0.09716565303935715,0.18181818181818182,-6.283185307179586
1.0,3.0,0.12456357667474875,0.3921450588323669,2.9999999999999996,0.1269771131542179,0.25,5.14078797860148
1.0,3.0,0.12240292215769792,0.22028425903672277,1.339975165324572,0.11771723660705269,0.1,-5.140787978601479
1.0,3.0,0.1016133579534954,0.3399535114394645,2.9999999999999996,0.09716565303935709,0.18181818181818182,6.283185307179586
1.0,3.0,0.23892464888404216,0.3550911807404712,2.0049751858748066,0.30121677677203756,0.1,0.571198664289053
1.0,3.0,0.10161335795349542,0.33995351143946473,2.9999999999999996,0.09716565303935715,0.18181818181818182,0.0
1.0,3.0,0.22719934672814868,0.36604353985790916,2.0049751858748066,0.2953142283290513,0.25,-0.571198664289053
1.0,3.0,0.1710919034973769,0.1998946831475964,1.339975165324572,0.19218827982507536,0.1,-3.998390650023373
1.0,3.0,0.12379054660561895,0.22255731477611473,1.339975165324572,0.12327068922724894,0.18181818181818182,-5.140787978601479
1.0,3.0,0.1036380214521698,0.33175582641290535,2.9999999999999996,0.10176974835020773,0.25,6.283185307179586
1.0,3.0,0.17586419682631335,0.19801900323450758,1.339975165324572,0.20599189063845233,0.1,1.7135959928671598
1.0,3.0,0.22626695693483226,0.36684087349814387,2.0049751858748066,0.29484316637070634,0.26363636363636367,-0.571198664289053
1.0,3.0,0.10363802145216976,0.3317558264129053,2.9999999999999996,0.10176974835020769,0.25,-6.283185307179586
1.0,3.0,0.2321059051658453,0.3616593708356983,2.0049751858748066,0.2978086538288744,0.18181818181818182,0.571198664289053
1.0,3.0,0.10363802145216978,0.33175582641290524,2.9999999999999996,0.1017697483502077,0.25,0.0
1.0,3.0,0.06400270252576308,0.19514955987528673,1.339975165324572,0.03591891066585503,0.1,-2.8559933214452666
1.0,3.0,0.06399361670808414,0.19514955987528682,1.339975165324572,0.03587770232122304,0.1,2.8559933214452666
1.0,3.0,0.16750078851862868,0.2050564373933064,1.339975165324572,0.18770525040370487,0.18181818181818182,-3.998390650023373
1.0,3.0,0.10402055041287787,0.3313090974980591,2.9999999999999996,0.1026326456405308,0.26363636363636367,-6.283185307179586
1.0,3.0,0.10402055041287628,0.3313090974980145,2.9999999999999996,0.10263264564058605,0.26363636363636367,0.0
1.0,3.0,0.18149627038016378,0.19771673276131202,1.339975165324572,0.21810110807837468,0.18181818181818182,1.7135959928671598
1.0,3.0,0.12456212042757082,0.3921450588323665,2.9999999999999996,0.12697711761127942,0.25,-5.140787978601479
1.0,3.0,0.22719934350715015,0.3660435398579091,2.0049751858748066,0.295314283238814,0.25,0.571198664289053
1.0,3.0,0.17586335465712088,0.1980190032345076,1.339975165324572,0.20599130183951206,0.1,-1.7135959928671598
1.0,3.0,0.17109183232504693,0.19989468314759645,1.339975165324572,0.19218912754282058,0.1,3.9983906500233726
1.0,3.0,0.06457962718885682,0.1965796603514163,1.339975165324572,0.03726263689140393,0.18181818181818182,-2.8559933214452666
1.0,3.0,0.06457079192732502,0.1965796603514163,1.339975165324572,0.03722321926763413,0.18181818181818182,2.8559933214452666
1.0,3.0,0.16485838895868135,0.20849428438001655,1.339975165324572,0.1849959658317317,0.25,-3.998390650023373
1.0,3.0,0.12471886363992175,0.3925717197865304,2.9999999999999996,0.12769256406594418,0.26363636363636367,-5.140787978601479
1.0,3.0,0.2262669536679155,0.3668408734981439,2.0049751858748066,0.29484321632513005,0.26363636363636367,0.571198664289053
1.0,3.0,0.1847771300833873,0.19782933975583256,1.339975165324572,0.22597913555309024,0.25,1.7135959928671598
1.0,3.0,0.1814954975701295,0.19771673276131205,1.339975165324572,0.21810065478499321,0.18181818181818182,-1.7135959928671598
1.0,3.0,0.12240418962996336,0.2202842590367228,1.339975165324572,0.11771739106466862,0.1,5.14078797860148
1.0,3.0,0.23892465078120834,0.35509118074047114,2.0049751858748066,0.3012166506381429,0.1,-0.571198664289053
1.0,3.0,0.16750093106336764,0.20505643739330642,1.339975165324572,0.187706099679137,0.18181818181818182,3.9983906500233726
1.0,3.0,0.06476230416094604,0.19735299329048328,1.339975165324572,0.03800079673986356,0.25,-2.8559933214452666
1.0,3.0,0.16442141153603784,0.2090918630895127,1.339975165324572,0.18455339815962088,0.26363636363636367,-3.998390650023373
1.0,3.0,0.1853039027601895,0.19788385054795243,1.339975165324572,0.22732039556158332,0.26363636363636367,1.7135959928671598
1.0,3.0,0.06475372696939993,0.1973529932904833,1.339975165324572,0.03796189453039466,0.25,2.8559933214452666
1.0,3.0,0.06479818914919798,0.19749701117540408,1.339975165324572,0.03809717254436927,0.26363636363636367,2.8559933214452666
1.0,3.0,0.16181807468203935,0.21223418311076436,1.339975165324572,0.18179932980086358,0.34545454545454546,-3.998390650023373
1.0,3.0,0.18829396792140285,0.19819157107442176,1.339975165324572,0.23537739745717512,0.34545454545454546,1.7135959928671598
1.0,3.0,0.1260452669346954,0.3970230718098268,2.9999999999999996,0.13533365731386174,0.42727272727272725,-5.140787978601479
1.0,3.0,0.11051075344683975,0.12512533462931216,0.8955389853880861,0.11735600031983184,0.509090909090909,-6.283185307179586
1.0,3.0,0.21668703612255552,0.37496490920105674,2.0049751858748066,0.2889390693522826,0.42727272727272725,0.571198664289053
1.0,3.0,0.11051075344683975,0.12512533462931216,0.8955389853880861,0.1173560003198318,0.509090909090909,0.0
1.0,3.0,0.11051075344683975,0.12512533462931213,0.8955389853880861,0.11735600031983184,0.509090909090909,6.283185307179586
